,Image Name,C1,C2,C3,C4
0,36.JPEG,172.79159545898438,130.19076538085938,216.38714599609375,176.93392944335938
1,48.jpg,141.62689208984375,112.59028625488281,214.1898651123047,193.7937469482422
2,19.JPEG,174.80661010742188,92.34187316894531,229.05007934570312,149.13011169433594
3,10.JPEG,173.11126708984375,120.49847412109375,212.02059936523438,164.96923828125
4,42.JPEG,177.97665405273438,150.42674255371094,207.35324096679688,181.6458740234375
5,14.JPEG,145.01536560058594,120.18384552001953,196.049072265625,176.42706298828125
6,22.JPEG,169.25169372558594,93.8968734741211,212.63131713867188,144.34930419921875
7,30.JPEG,154.26333618164062,98.0327377319336,195.50616455078125,154.02294921875
8,44.JPEG,172.8304901123047,130.72256469726562,213.10067749023438,174.7833709716797
9,47.JPEG,175.75677490234375,129.70228576660156,222.51979064941406,183.1846923828125
10,23.JPEG,163.70233154296875,101.93773651123047,201.55752563476562,150.0642547607422
11,3.JPEG,173.46702575683594,122.63890075683594,216.30050659179688,172.90249633789062
12,28.JPEG,152.41505432128906,96.43506622314453,192.7334442138672,145.68939208984375
13,43.JPEG,175.1506805419922,131.14483642578125,214.94508361816406,178.1774444580078
14,38.JPEG,173.2490692138672,127.16883850097656,218.21766662597656,191.408935546875
15,1.JPEG,119.0137710571289,117.79761505126953,182.3682403564453,183.99864196777344
16,40.JPEG,173.7957305908203,130.40353393554688,213.46884155273438,170.38580322265625
17,25.JPEG,141.1763916015625,75.1376724243164,217.474365234375,165.04541015625
18,21.JPEG,171.2373046875,97.56804656982422,225.9940948486328,161.36492919921875
19,35.JPEG,43.90858840942383,116.8846664428711,147.91810607910156,204.8828125
20,12.JPEG,171.33082580566406,122.40315246582031,220.1334686279297,178.39175415039062
21,29.JPEG,154.9749755859375,96.42327117919922,194.22967529296875,150.07456970214844
22,32.JPEG,144.84242248535156,95.47148895263672,190.00279235839844,155.19044494628906
23,46.JPEG,176.37060546875,130.11643981933594,214.56307983398438,183.0667266845703
24,37.JPEG,172.8272247314453,131.36903381347656,213.32554626464844,178.02340698242188
25,20.JPEG,176.94448852539062,92.9324722290039,227.91207885742188,152.27593994140625
26,9.JPEG,168.69715881347656,122.73448181152344,212.94058227539062,169.18026733398438
27,45.JPEG,176.75962829589844,133.19886779785156,216.79165649414062,177.90467834472656
28,6.JPEG,184.1363067626953,122.92842864990234,229.4180145263672,179.87713623046875
29,13.JPEG,170.7170867919922,121.59827423095703,214.27525329589844,175.34173583984375
30,51.jpg,170.57354736328125,120.63612365722656,218.9597625732422,179.8802490234375
31,24.JPEG,162.82669067382812,98.93412017822266,203.16815185546875,150.54197692871094
32,50.jpg,177.40968322753906,119.57095336914062,219.97035217285156,174.93727111816406
